sample_id,language,dataset_name,task_type,stats_source,upos_count,dep_count,audio_path_present,audio_path_exists,pd_nonmissing,rd_nonmissing,sr_nonmissing,ft_nonmissing,fc_nonmissing,cmd_nonmissing,rep_nonmissing,ms_nonmissing,na_nonmissing,pr_nonmissing,sx_nonmissing,par_nonmissing
c169f8a067ff238bc03b890a46c01c1c48ba1abb,el,DS3,REPETITION,stanza,88,88,1,1,0,0,0,0,0,0,8,0,0,46,31,112
75e7fd13985fdcc69697dd1d7df19842e9ab0cd6,el,DS3,PICTURE_RECALL,stanza,26,26,1,1,0,0,8,0,0,0,0,0,0,47,26,112
b1fefe4a37ec05af908ae6a0b2c422d33621bb5b,el,DS3,REPETITION,stanza,133,133,1,1,0,0,0,0,0,0,8,0,0,46,31,112
187ac6b19e116f975f55410fbc7b23d32d62ff69,el,DS3,PICTURE_RECALL,stanza,31,31,1,1,0,0,8,0,0,0,0,0,0,45,31,112
2a7866a524361b17916446da4a44d3dfb62a3b8b,el,DS3,MOTOR_SPEECH,stanza,35,35,1,1,0,0,0,0,0,0,0,8,0,45,31,112
8403957ef7ea81e81ea7ea69b29b807779aee02d,el,DS3,REPETITION,stanza,96,96,1,1,0,0,0,0,0,0,8,0,0,46,31,112
d0e262f1df86b0832da530032b5f233162428982,el,DS3,PD_CTP,stanza,41,41,1,1,0,0,0,0,0,0,0,0,0,46,31,112
81d7e03ceb39a617998323afda7c59f379f310d8,el,DS3,REPETITION,stanza,94,94,1,1,0,0,0,0,0,0,8,0,0,47,31,112
d0b5d0beab46fdb8fe8a0213b504548ff256a46f,el,DS3,PICTURE_RECALL,stanza,14,14,1,1,0,0,8,0,0,0,0,0,0,46,26,112
24150ea4c16e4bc37fb33dece68b008979842504,el,DS3,REPETITION,stanza,193,193,1,1,0,0,0,0,0,0,8,0,0,47,31,112
3c9b96bfa3c51e4b7b7652e144b7599d692082e1,el,DS3,PICTURE_RECALL,stanza,25,25,1,1,0,0,8,0,0,0,0,0,0,46,26,112
ceb65ad32990e91e0ae44253cb436b5dcb1b2a80,el,DS3,PD_CTP,stanza,24,24,1,1,0,0,0,0,0,0,0,0,0,45,31,112
d3db09b5898f40b9332a7c7da01fdcd9283ae5e1,el,DS3,MOTOR_SPEECH,stanza,28,28,1,1,0,0,0,0,0,0,0,8,0,46,31,112
1548862cedd2d5c3944cb65c4b1470ea53003a7e,el,DS3,MOTOR_SPEECH,stanza,18,18,1,1,0,0,0,0,0,0,0,8,0,44,31,112
8bbc2600ac097da39a754572468fbfb36affee01,el,DS3,REPETITION,stanza,85,85,1,1,0,0,0,0,0,0,8,0,0,46,31,112
9096a4bb8f5ffe412df67d8cae4afa7b9d0898b6,el,DS3,REPETITION,stanza,57,57,1,1,0,0,0,0,0,0,8,0,0,46,31,112
9a5fe6773655ec9fa7d539588d0795ceacd2c8b3,el,DS3,PICTURE_RECALL,stanza,45,45,1,1,0,0,8,0,0,0,0,0,0,46,31,112
ca4a584c0342b1abc7e9a3fed0b8d8cb9c07ec04,el,DS3,PD_CTP,stanza,28,28,1,1,0,0,0,0,0,0,0,0,0,46,31,112
54d2bc114e636de136760e025a5038c2452ae3d5,el,DS3,MOTOR_SPEECH,stanza,10,10,1,1,0,0,0,0,0,0,0,8,0,45,26,112
e3eb702ca9026d28e97b48128215eec78aa57d41,el,DS3,REPETITION,stanza,95,95,1,1,0,0,0,0,0,0,8,0,0,46,26,112
f4100b7b16ec828842bdbb8e01f93f3262e2c3bd,el,DS3,PICTURE_RECALL,stanza,52,52,1,1,0,0,8,0,0,0,0,0,0,46,31,112
f8d689562f5819ea06c3bbb12de4c6f0cff8fb13,el,DS3,PD_CTP,stanza,38,38,1,1,0,0,0,0,0,0,0,0,0,46,31,112
3e0e8db8cdab1d1558f6a1351bfbb0dd027f8113,el,DS3,REPETITION,stanza,91,91,1,1,0,0,0,0,0,0,8,0,0,47,31,112
586ee6fe26082644c0a81a4983f53e2dbdf7af1d,el,DS3,PD_CTP,stanza,36,36,1,1,0,0,0,0,0,0,0,0,0,46,31,112
b3f92284ebea4e8b5c1b08e714a9988844719f42,el,DS3,PICTURE_RECALL,stanza,30,30,1,1,0,0,8,0,0,0,0,0,0,46,31,112
59f014e2793266d554bd7d612d9091ec751fbe77,el,DS3,REPETITION,stanza,91,91,1,1,0,0,0,0,0,0,8,0,0,46,31,112
ab0d0264959bdfab2df4e8be3c18daa758ee18ce,el,DS3,PICTURE_RECALL,stanza,45,45,1,1,0,0,8,0,0,0,0,0,0,46,31,112
ee273947388ef5ff50f64957ef4d25e4002cb12d,el,DS3,PD_CTP,stanza,53,53,1,1,0,0,0,0,0,0,0,0,0,46,31,112
8fde9b31bd88aa88f5d5361e0b7133c5c5841420,el,DS3,PICTURE_RECALL,stanza,81,81,1,1,0,0,8,0,0,0,0,0,0,47,31,112
bc0df64618ea33647987d4d8da22db10dcf50325,el,DS3,REPETITION,stanza,140,140,1,1,0,0,0,0,0,0,8,0,0,46,31,112
e671e6d2802f3f95612895ee852e2337296a05af,el,DS3,PD_CTP,stanza,25,25,1,1,0,0,0,0,0,0,0,0,0,45,31,112
2804963e14fd6fdf847bc1dd558235dca6e9d397,el,DS3,PD_CTP,stanza,27,27,1,1,0,0,0,0,0,0,0,0,0,45,31,112
57b147176efb7054880b111cf52d9560488989bf,el,DS3,REPETITION,stanza,87,87,1,1,0,0,0,0,0,0,8,0,0,46,31,112
da89d073300ecfbb00e5ab429d020b4fdfd4b81b,el,DS3,MOTOR_SPEECH,stanza,15,15,1,1,0,0,0,12,0,0,0,8,0,43,26,112
e8467f6b4b378ff51ccb1851f53fc5ce843bfa45,el,DS3,PICTURE_RECALL,stanza,18,18,1,1,0,0,8,0,0,0,0,0,0,46,26,112
21529ccb2bbf04c59afec42df626f4dc14cf03f1,el,DS3,REPETITION,stanza,86,86,1,1,0,0,0,0,0,0,8,0,0,46,31,112
902d7f3b73860bcaa61c5963ce401c6520117cdd,el,DS3,PD_CTP,stanza,106,106,1,1,0,0,0,0,0,0,0,0,0,47,31,112
dca92b829a3eb0f20e10a69c47471a683a80f946,el,DS3,PICTURE_RECALL,stanza,28,28,1,1,0,0,8,0,0,0,0,0,0,45,31,112
8c7613723fe4965b5aa88b8cd0d71ac693c2b2df,el,DS3,PICTURE_RECALL,stanza,21,21,1,1,0,0,8,0,0,0,0,0,0,46,31,112
8d5d31fedc667930dbf87a97e6ae86dc36ab8964,el,DS3,REPETITION,stanza,133,133,1,1,0,0,0,0,0,0,8,0,0,47,31,112
970a12de36c74c59b6478bbbd59c779725232917,el,DS3,PD_CTP,stanza,52,52,1,1,0,0,0,0,0,0,0,0,0,46,31,112
42470d722070adf39d787adf9306155bacc606c4,el,DS3,PICTURE_RECALL,stanza,49,49,1,1,0,0,8,0,0,0,0,0,0,46,31,112
59c71e10cd2f96ac70430f755521e451f9919ed3,el,DS3,REPETITION,stanza,84,84,1,1,0,0,0,0,0,0,8,0,0,46,31,112
d4e3f5abb4da8da891c9de4fdca815a8183b22bd,el,DS3,PD_CTP,stanza,16,16,1,1,0,0,0,0,0,0,0,0,0,46,31,112
0349be0bbdd2ffa84d712d86c3ec43fb93ede739,el,DS3,PICTURE_RECALL,stanza,25,25,1,1,0,0,8,0,0,0,0,0,0,46,31,112
82bb728c0a71cd89a49cba96cca81e9a2395b9fe,el,DS3,PD_CTP,stanza,49,49,1,1,0,0,0,0,0,0,0,0,0,47,31,112
047625d95279f6ad55fd54f4077c3aa4038947e5,el,DS3,PICTURE_RECALL,stanza,28,28,1,1,0,0,8,0,0,0,0,0,0,47,31,112
2d17e2f622ba8b84572edbf2883622d8cd64a280,el,DS3,REPETITION,stanza,96,96,1,1,0,0,0,0,0,0,8,0,0,46,31,112
75e73c7421ea67667a356dd482138303137ba135,el,DS3,PD_CTP,stanza,94,94,1,1,0,0,0,0,0,0,0,0,0,46,31,112
74ea33735f2773411d915613d80336067ea9fbe1,el,DS3,PD_CTP,stanza,75,75,1,1,0,0,0,0,0,0,0,0,0,47,31,112
b62f98209f3a8b0db826b9b29c43a705a140c6b6,el,DS3,REPETITION,stanza,88,88,1,1,0,0,0,0,0,0,8,0,0,46,31,112
b834b6261fa935fadc9360a8a3c6d224aff9d7ca,el,DS3,PICTURE_RECALL,stanza,21,21,1,1,0,0,8,0,0,0,0,0,0,44,31,112
bd89019dfcf312df02937c51cfe1e3dea80c2d66,el,DS3,PD_CTP,stanza,50,50,1,1,0,0,0,0,0,0,0,0,0,46,31,112
d24776a66d3d98c9e31ef0eabbfc6ee930dfc9c6,el,DS3,REPETITION,stanza,84,84,1,1,0,0,0,0,0,0,8,0,0,46,31,112
0f9fc518e973f4ec7fa29588aad389ea5912d758,el,DS3,MOTOR_SPEECH,stanza,9,9,1,1,0,0,0,12,0,0,0,8,0,44,31,112
479b5cab5a55e820341622f840068d3d8bc38629,el,DS3,PICTURE_RECALL,stanza,15,15,1,1,0,0,8,0,0,0,0,0,0,46,31,112
858718dd626e82f1f68c3b416f9243e4fe42d88d,el,DS3,PD_CTP,stanza,141,141,1,1,0,0,0,0,0,0,0,0,0,46,31,112
ed8c9fb30a997f14917953723f571f234ddbd5e1,el,DS3,REPETITION,stanza,170,170,1,1,0,0,0,0,0,0,8,0,0,47,31,112
394dd883d9df3c52ba9dfdba1c0855158ff94e09,el,DS3,PD_CTP,stanza,82,82,1,1,0,0,0,0,0,0,0,0,0,47,26,112
50b39d88f0192152e4dc74cbb4ecb75442d56801,el,DS3,REPETITION,stanza,126,126,1,1,0,0,0,0,0,0,8,0,0,47,31,112
937d5e531c7e10708fedf11ca23a71b2599141c5,el,DS3,PICTURE_RECALL,stanza,56,56,1,1,0,0,8,0,0,0,0,0,0,46,31,112
19ce2929ca783e869b5cbd11994d365897f486d6,el,DS3,REPETITION,stanza,100,100,1,1,0,0,0,0,0,0,8,0,0,47,31,112
23086ea3664afc0d438de391f952bf56bcfda91a,el,DS3,PICTURE_RECALL,stanza,84,84,1,1,0,0,8,0,0,0,0,0,0,47,31,112
6a5c9b644da253131d47041bdac4924655091104,el,DS3,PD_CTP,stanza,55,55,1,1,0,0,0,0,0,0,0,0,0,47,31,112
adc6d788d679f4564d82fdaf4ae3667cc18e347a,el,DS3,MOTOR_SPEECH,stanza,12,12,1,1,0,0,0,0,0,0,0,8,0,46,31,112
6b134551fcebedb63251b22523143040ebf0d7a6,el,DS3,PD_CTP,stanza,37,37,1,1,0,0,0,0,0,0,0,0,0,46,31,112
b69aefe08f55e004d30de19765d0972add1fddbb,el,DS3,REPETITION,stanza,51,51,1,1,0,0,0,0,0,0,8,0,0,46,31,112
