language,significance_rank,feature_name,feature_group,h_statistic,p_value,bonferroni_p,fdr_bh_p,significant_bonferroni,significant_fdr,median_ad,median_hc,mean_ad,mean_hc,direction,tested_features,bonferroni_significant_count,fdr_significant_count
English,11,syn_subordination_ratio,syn,122.7344893829635,1.5941598274281887e-28,1.1159118791997321e-26,1.0144653447270291e-27,True,True,0.375,0.0,2.5910599392717675,0.34497754475763004,AD>HC,70,47,58
English,12,syn_interjection_ratio,syn,119.87691062783016,6.731032282656039e-28,4.711722597859227e-26,3.926435498216023e-27,True,True,0.0049261083743842,0.0,0.01941098597746733,0.005061814077063052,AD>HC,70,47,58
English,13,syn_clause_density,syn,104.00500703145875,2.0180541765346593e-24,1.4126379235742614e-22,1.0866445565955856e-23,True,True,1.1666666666666667,0.0,4.97919616936423,0.934333310056093,AD>HC,70,47,58
English,14,syn_determiner_noun_ratio,syn,90.82686519897415,1.5680977367412864e-21,1.0976684157189006e-19,7.840488683706432e-21,True,True,0.5,0.6594000594000594,0.5211410640331605,0.6548072758155292,AD<HC,70,47,58
English,15,graph_density,graph,80.34020319979197,3.1519052483514275e-19,2.2063336738459993e-17,1.4708891158973328e-18,True,True,0.0207330618289522,0.01712708587708585,0.023081608470229636,0.018763758969439524,AD>HC,70,47,58
English,16,pause_filled_per_100_words,pause,70.60829781239441,4.356806822244097e-17,3.049764775570868e-15,1.9061029847317924e-16,True,True,0.0,0.0,1.0599914653699567,0.4379863258025867,AD<HC,70,47,58
English,17,graph_node_count,graph,68.8214168370275,1.0779567299362659e-16,7.545697109553861e-15,4.1920539497521454e-16,True,True,70.0,84.0,75.76805251641137,115.1558908045977,AD<HC,70,47,58
English,18,len_type_count,len,68.8214168370275,1.0779567299362659e-16,7.545697109553861e-15,4.1920539497521454e-16,True,True,70.0,84.0,75.76805251641137,115.1558908045977,AD<HC,70,47,58
English,19,len_syllable_count,len,66.59467080945977,3.334864819389323e-16,2.334405373572526e-14,1.2286344071434349e-15,True,True,138.0,170.0,173.32603938730853,373.6329022988506,AD<HC,70,47,58
English,20,pause_filled_count,pause,62.99266644202943,2.0747764054306585e-15,1.452343483801461e-13,7.261717419007304e-15,True,True,0.0,0.0,1.5536105032822758,0.7306034482758621,AD<HC,70,47,58
English,21,syn_aux_ratio,syn,62.25741238796142,3.0137245986924003e-15,2.1096072190846803e-13,9.860677152041171e-15,True,True,0.0319148936170212,0.0,0.036701556972148594,0.022140479745758564,AD>HC,70,47,58
English,22,syn_max_tree_depth,syn,62.20241907963817,3.0990699620700823e-15,2.1693489734490575e-13,9.860677152041171e-15,True,True,8.0,6.0,11.763052208835342,6.358870967741935,AD>HC,70,47,58
English,23,syn_obj_ratio,syn,61.76782092527613,3.864382389183324e-15,2.705067672428327e-13,1.1761163793166638e-14,True,True,0.0390625,0.0536362751251727,0.042761513320800644,0.054822436618552225,AD<HC,70,47,58
English,24,graph_edge_count,graph,59.99264411478059,9.521255460185904e-15,6.664878822130133e-13,2.7770328425542223e-14,True,True,101.0,119.5,116.93435448577681,225.91594827586206,AD<HC,70,47,58
English,25,syn_part_ratio,syn,55.43633959457592,9.653522896785707e-14,6.757466027749995e-12,2.702986411099998e-13,True,True,0.0,0.0,0.013932023080793696,0.0075641627606399045,AD<HC,70,47,58
English,26,len_token_count,len,50.010891387203536,1.5289495779710308e-12,1.0702647045797216e-10,4.116402709922006e-12,True,True,107.0,130.0,134.24070021881838,276.117816091954,AD<HC,70,47,58
English,27,syn_cconj_ratio,syn,48.81711513203802,2.809771773662724e-12,1.9668402415639068e-10,7.28459348727373e-12,True,True,0.0048543689320388,0.0,0.03130368803142403,0.019406924304766773,AD>HC,70,47,58
English,28,disc_adjacent_utterance_similarity_std,disc,39.692002125522045,2.973406695286646e-10,2.081384686700652e-08,7.433516738216615e-10,True,True,0.07384425220939955,0.09183260990484596,0.07787363530675985,0.09293417593637712,AD<HC,70,47,58
English,29,syn_noun_ratio,syn,36.6600896597077,1.4062926041167087e-09,9.844048228816961e-08,3.3944993892472278e-09,True,True,0.1204819277108433,0.0,0.10837951491814388,0.07330133673799269,AD>HC,70,47,58
English,30,len_tokens_per_utterance,len,35.32264912292442,2.793642976185742e-09,1.9555500833300193e-07,6.518500277766731e-09,True,True,9.12,8.358571428571429,35.73455870931206,9.833182473748852,AD>HC,70,47,58
English,31,len_mean_utterance_length,len,34.50222071106899,4.257652906846551e-09,2.9803570347925856e-07,9.31361573372683e-09,True,True,9.545454545454543,8.764615384615386,33.0847470229768,10.316683069438238,AD>HC,70,47,58
English,32,syn_mean_utterance_length_words,syn,34.50222071106899,4.257652906846551e-09,2.9803570347925856e-07,9.31361573372683e-09,True,True,9.545454545454543,8.764615384615386,33.0847470229768,10.316683069438238,AD>HC,70,47,58
English,33,pause_pause_to_word_ratio,pause,27.41940208012514,1.63779781326142e-07,1.146458469282994e-05,3.47411657358483e-07,True,True,0.0,0.0,0.0,0.008015884441025373,AD<HC,70,47,58
English,34,syn_noun_verb_ratio,syn,27.347470347120264,1.6998667357200882e-07,1.1899067150040617e-05,3.499725632364887e-07,True,True,1.1470588235294117,0.9629332799038269,1.3910357883531228,1.0234955718854786,AD>HC,70,47,58
English,35,syn_pronoun_ratio,syn,26.924242526957777,2.1158818988798286e-07,1.48111732921588e-05,4.231763797759657e-07,True,True,0.0566037735849056,0.0,0.05896190257577041,0.04211275873998107,AD>HC,70,47,58
English,36,graph_average_degree,graph,25.413059349982312,4.6277470086809533e-07,3.2394229060766674e-05,8.998396961324076e-07,True,True,2.808080808080808,2.8947368421052637,2.8737149774122273,3.2081932557746367,AD<HC,70,47,58
English,37,lex_brunet,lex,25.0882346440844,5.476598645372416e-07,3.833619051760691e-05,1.0361132572326192e-06,True,True,10.184134161421063,10.451639296976301,10.189954511256738,10.894401745774895,AD<HC,70,47,58
English,38,syn_nsubj_ratio,syn,23.732098785886837,1.1072041547291855e-06,7.750429083104299e-05,2.0395866008169205e-06,True,True,0.0985915492957746,0.10839262514199424,0.0995425740917889,0.10860198457599138,AD<HC,70,47,58
English,39,syn_advmod_ratio,syn,23.426388547551984,1.2978591787900486e-06,9.08501425153034e-05,2.3294908337257285e-06,True,True,0.0368421052631578,0.0515704869518428,0.04160148379948944,0.04946499115616983,AD<HC,70,47,58
English,40,syn_content_function_ratio,syn,18.95144587940137,1.3408762417003092e-05,0.0009386133691902164,2.346533422975541e-05,True,True,0.9743589743589745,0.8907392485152357,1.1251925638760931,0.9829938781528053,AD>HC,70,47,58
English,41,lex_content_word_ratio,lex,17.285365042815595,3.216546701275201e-05,0.0022515826908926406,5.491665099738148e-05,True,True,0.3653136531365313,0.0,0.2381095902875529,0.16592083512371109,AD>HC,70,47,58
English,42,syn_adv_ratio,syn,17.196203787736476,3.3710933025660375e-05,0.002359765311796226,5.6184888376100625e-05,True,True,0.0055865921787709,0.0,0.02010634416397333,0.017084046569511045,AD>HC,70,47,58
English,43,syn_open_closed_ratio,syn,13.940453217493706,0.00018869350040060832,0.013208545028042583,0.00030717546576843215,True,True,0.8333333333333334,0.8790872277277529,0.8749584391453161,0.90012748328628,AD<HC,70,47,58
English,44,disc_mean_pairwise_utt_similarity,disc,13.334914990424332,0.0002605098104821523,0.01823568673375066,0.0004144474257670604,True,True,0.05141520287256985,0.04673741006864155,0.08809668811468041,0.054751351133968,AD>HC,70,47,58
English,45,disc_repeated_unigram_ratio,disc,11.638670491330418,0.0006459475451132421,0.04521632815792695,0.0009620495352750415,True,True,0.3495145631067961,0.367785793562708,0.3500848272918818,0.3936052874476628,AD<HC,70,47,58
English,46,lex_repetition_rate,lex,11.638670491330418,0.0006459475451132421,0.04521632815792695,0.0009620495352750415,True,True,0.3495145631067961,0.367785793562708,0.3500848272918818,0.3936052874476628,AD<HC,70,47,58
English,47,lex_type_token_ratio,lex,11.638670491330418,0.0006459475451132421,0.04521632815792695,0.0009620495352750415,True,True,0.6504854368932039,0.6322142064372919,0.6499151727081182,0.6063947125523371,AD>HC,70,47,58
English,48,syn_amod_ratio,syn,11.42498236524482,0.0007246311321803459,0.050724179252624214,0.001056753734429671,False,True,0.0159574468085106,0.020095767389088602,0.017895121326453177,0.02059386532906156,AD<HC,70,47,58
English,49,syn_determiner_ratio,syn,9.344989569531066,0.002235959258377318,0.15651714808641226,0.0031942275119675972,False,True,0.0398230088495575,0.0,0.05313701363867604,0.047391785505595176,AD>HC,70,47,58
English,50,lex_hapax_ratio,lex,8.135498437955027,0.004340691332000245,0.3038483932400171,0.006076967864800342,False,True,0.4833333333333333,0.4745762711864407,0.49737096542488346,0.4593375875267147,AD>HC,70,47,58
English,51,syn_adj_ratio,syn,8.022267686940621,0.004620567971301976,0.32343975799113833,0.006341956039041928,False,True,0.0,0.0,0.013975255516738769,0.013351731299381803,AD<HC,70,47,58
English,52,lex_function_word_ratio,lex,6.855930338719835,0.008834754280413849,0.6184327996289694,0.011721488638711664,False,True,0.2427184466019417,0.0,0.23273862300595083,0.17917439016826453,AD>HC,70,47,58
English,53,syn_sconj_ratio,syn,6.847841846182228,0.008874841397881687,0.6212388978517182,0.011721488638711664,False,True,0.0,0.0,0.0035950527330219934,0.005616366019606429,AD<HC,70,47,58
English,54,lex_std_token_length,lex,6.60616020349986,0.0101626566059293,0.711385962415051,0.013173814118797242,False,True,2.8595217474297057,2.8673923450981484,2.789727773014094,2.6091066260799507,AD<HC,70,47,58
English,55,len_std_utterance_length,len,5.445831275480866,0.019615078510154545,1.0,0.02496464537656033,False,True,4.6255330023204415,5.081590109575264,10.23186398086897,5.9883869236840965,AD<HC,70,47,58
English,56,syn_pronoun_noun_ratio,syn,5.328316039283003,0.020981648030226417,1.0,0.026227060037783023,False,True,0.5263157894736842,0.5966703585767686,0.6482996506501927,0.6054478035893457,AD<HC,70,47,58
English,57,lex_lemma_type_token_ratio,lex,4.99320350506288,0.02544705646465254,1.0,0.031250771096941715,False,True,0.6376811594202898,0.6311475409836066,0.6388003661405205,0.6036632570080667,AD>HC,70,47,58
English,58,disc_immediate_repetition_count,disc,4.311916436946244,0.03784630318751138,1.0,0.045676572812513735,False,True,0.0,0.0,0.4923413566739606,0.5833333333333334,AD<HC,70,47,58
English,59,syn_adp_ratio,syn,3.8812140967391446,0.04882923494834658,1.0,0.05793299061668238,False,False,0.0294117647058823,0.0,0.03510738597411592,0.034941913091916535,AD>HC,70,47,58
English,60,syn_verb_ratio,syn,3.8227278588125326,0.05056185771741088,1.0,0.05898883400364603,False,False,0.0558375634517766,0.0,0.054972756467433596,0.052449288117463085,AD>HC,70,47,58
English,61,disc_adjacent_utterance_similarity_mean,disc,1.9244797501889632,0.16536365543256004,1.0,0.18373739492506672,False,False,0.0810696998588426,0.0808054906384377,0.10829944822076559,0.08573120586913922,AD>HC,70,47,58
English,62,disc_local_coherence,disc,1.9244797501889632,0.16536365543256004,1.0,0.18373739492506672,False,False,0.0810696998588426,0.0808054906384377,0.10829944822076559,0.08573120586913922,AD>HC,70,47,58
English,63,disc_semantic_drift,disc,1.9244797501889632,0.16536365543256004,1.0,0.18373739492506672,False,False,0.9189303001411574,0.9191945093615623,0.8917005517792346,0.9142687941308608,AD<HC,70,47,58
English,64,lex_honore,lex,1.1331619272696194,0.28710189770092553,1.0,0.3140177006103873,False,False,1921.2644366241216,1995.777522207492,2131.5162263192447,2135.576175930256,AD<HC,70,47,58
English,65,lex_mean_token_length,lex,0.9763834173368483,0.3230933161794786,1.0,0.34794664819328464,False,False,4.420634920634921,4.695577629308438,4.49558808632093,4.545075701941121,AD<HC,70,47,58
English,66,disc_repeated_trigram_ratio,disc,0.8606283526350162,0.35356291130803363,1.0,0.3749909665388236,False,False,0.0142857142857142,0.015625,0.022978073706881638,0.023394773496626244,AD<HC,70,47,58
English,67,graph_self_loop_ratio,graph,0.49081658270290224,0.48356327158791124,1.0,0.5052153583754296,False,False,0.0,0.0,0.003048206186052709,0.002056365030151153,AD<HC,70,47,58
English,68,disc_repeated_bigram_ratio,disc,0.466796739082017,0.49446452114018047,1.0,0.5090075952913623,False,False,0.0789473684210526,0.07350706365734225,0.08481071085116228,0.09207502288714511,AD>HC,70,47,58
English,69,lex_mattr_10,lex,0.1749342051277001,0.6757633437314836,1.0,0.685557015379766,False,False,0.9352272727272728,0.9349382808971851,0.9324558043351397,0.9342471647516425,AD>HC,70,47,58
English,70,lex_mattr_20,lex,0.11181591905065974,0.7380861339682453,1.0,0.7380861339682453,False,False,0.8625,0.8615087365591398,0.8607259022504105,0.862006572468187,AD>HC,70,47,58
Spanish,1,lex_mean_token_length,lex,29.200805264468844,6.525208076126957e-08,4.5023935725276e-06,4.5023935725276e-06,True,True,4.095890410958904,4.356835095965531,4.074902358658055,4.309947687791106,AD<HC,69,33,50
Spanish,2,pause_filled_count,pause,27.002380293915945,2.0320507243260267e-07,1.4021149997849584e-05,5.6893736810007384e-06,True,True,0.0,0.0,2.8860759493670884,0.10526315789473684,AD<HC,69,33,50
Spanish,3,disc_immediate_repetition_count,disc,25.948102886293853,3.507199286987792e-07,2.4199675080215765e-05,5.6893736810007384e-06,True,True,0.0,0.0,4.886075949367089,0.2236842105263158,AD<HC,69,33,50
Spanish,4,syn_interjection_ratio,syn,25.8980730828035,3.5992825521499257e-07,2.483504960983449e-05,5.6893736810007384e-06,True,True,0.0,0.0,0.004635877806966454,0.0005316160106362258,AD<HC,69,33,50
Spanish,5,lex_std_token_length,lex,25.63601053461841,4.1227345514498103e-07,2.844686840500369e-05,5.6893736810007384e-06,True,True,2.2135778626425155,2.2842102532658703,2.1652916366411574,2.260327355723563,AD<HC,69,33,50
Spanish,6,syn_pronoun_noun_ratio,syn,24.838152560217942,6.235107881956414e-07,4.302224438549926e-05,7.170374064249876e-06,True,True,0.1666666666666666,0.1052631578947368,0.4184053711509964,0.14294539391485675,AD>HC,69,33,50
Spanish,7,lex_brunet,lex,24.412144226358265,7.777685753494122e-07,5.366603169910945e-05,7.666575957015636e-06,True,True,9.576772493700384,9.350512816891838,10.5554794159534,9.434741231376277,AD>HC,69,33,50
Spanish,8,pause_filled_per_100_words,pause,23.80479364409309,1.0661660881898987e-06,7.356546008510301e-05,9.195682510637876e-06,True,True,0.0,0.0,0.5099111358603119,0.1278878152415271,AD<HC,69,33,50
Spanish,9,syn_determiner_ratio,syn,22.7695764461393,1.8263416166310658e-06,0.00012601757154754353,1.4001952394171503e-05,True,True,0.1917808219178082,0.2088732163359029,0.17600774247115533,0.2053216218266453,AD<HC,69,33,50
Spanish,10,syn_pronoun_ratio,syn,22.470107642352758,2.1343939139996387e-06,0.00014727318006597508,1.4727318006597509e-05,True,True,0.0476190476190476,0.0307692307692307,0.06982439028525647,0.04083905633022558,AD>HC,69,33,50
Spanish,11,len_token_count,len,21.67109501697366,3.2363127705293064e-06,0.00022330558116652214,2.030050737877474e-05,True,True,75.0,70.0,244.55696202531647,72.07894736842105,AD>HC,69,33,50
Spanish,12,graph_edge_count,graph,20.843184586160962,4.984627947635451e-06,0.0003439393283868461,2.8661610698903843e-05,True,True,72.0,67.0,207.45569620253164,68.97368421052632,AD>HC,69,33,50
Spanish,13,graph_self_loop_ratio,graph,20.684700919051565,5.414691008428002e-06,0.0003736136795815321,2.873951381396401e-05,True,True,0.0,0.0,0.007477626482459228,0.0027779817415280023,AD<HC,69,33,50
Spanish,14,disc_repeated_trigram_ratio,disc,20.017130668040178,7.675149031789381e-06,0.0005295852831934673,3.782752022810481e-05,True,True,0.0,0.0,0.015742989727896544,0.006499773107532028,AD<HC,69,33,50
Spanish,15,syn_noun_ratio,syn,19.66052354514501,9.24925154694369e-06,0.0006381983567391146,4.2546557115940975e-05,True,True,0.2769230769230769,0.303030303030303,0.24893866890160518,0.29669749476203156,AD<HC,69,33,50
Spanish,16,lex_lemma_type_token_ratio,lex,19.151217949418083,1.2076042237207808e-05,0.0008332469143673387,4.941732044679726e-05,True,True,0.6593406593406593,0.696969696969697,0.5834808458635489,0.687115936096162,AD<HC,69,33,50
Spanish,17,graph_average_degree,graph,18.891851272980528,1.3834235071149371e-05,0.0009545622199093066,4.941732044679726e-05,True,True,2.84,2.76,3.281994444031468,2.7787919259611034,AD>HC,69,33,50
Spanish,18,disc_repeated_unigram_ratio,disc,18.82550782734517,1.432386099907167e-05,0.0009883464089359452,4.941732044679726e-05,True,True,0.3287671232876712,0.3011627906976744,0.39575909570518875,0.30934749310434806,AD>HC,69,33,50
Spanish,19,lex_repetition_rate,lex,18.82550782734517,1.432386099907167e-05,0.0009883464089359452,4.941732044679726e-05,True,True,0.3287671232876712,0.3011627906976744,0.39575909570518875,0.30934749310434806,AD>HC,69,33,50
Spanish,20,lex_type_token_ratio,lex,18.82550782734517,1.432386099907167e-05,0.0009883464089359452,4.941732044679726e-05,True,True,0.6712328767123288,0.6988372093023256,0.6042409042948111,0.6906525068956519,AD<HC,69,33,50
Spanish,21,graph_node_count,graph,17.556380444224732,2.7891331573149743e-05,0.0019245018785473322,8.747735811578783e-05,True,True,52.0,49.0,99.0632911392405,49.578947368421055,AD>HC,69,33,50
Spanish,22,len_type_count,len,17.556380444224732,2.7891331573149743e-05,0.0019245018785473322,8.747735811578783e-05,True,True,52.0,49.0,99.0632911392405,49.578947368421055,AD>HC,69,33,50
Spanish,23,syn_noun_verb_ratio,syn,16.902076171994345,3.9358509941792065e-05,0.0027157371859836527,0.00011807552982537621,True,True,2.625,3.2261904761904763,2.4769948612858923,3.144998475251958,AD<HC,69,33,50
Spanish,24,lex_hapax_ratio,lex,16.673122915032376,4.4405698781352456e-05,0.0030639932159133194,0.00012671740065141324,True,True,0.5303030303030303,0.5734313725490197,0.4695108676384278,0.5607958796102294,AD<HC,69,33,50
Spanish,25,lex_mattr_20,lex,16.559200470540546,4.715464823964871e-05,0.003253670728535761,0.00012671740065141324,True,True,0.8340277777777777,0.8557845744680851,0.8295872242467028,0.8494544211031084,AD<HC,69,33,50
Spanish,26,syn_amod_ratio,syn,16.5354649126434,4.7748585752706434e-05,0.003294652416936744,0.00012671740065141324,True,True,0.0493827160493827,0.0694444444444444,0.05056225332940439,0.0670479294465312,AD<HC,69,33,50
Spanish,27,disc_repeated_bigram_ratio,disc,16.209981116044432,5.6694616595394774e-05,0.003911928545082239,0.0001448862424104533,True,True,0.0416666666666666,0.0153846153846153,0.0650206931661157,0.02801870370470925,AD>HC,69,33,50
Spanish,28,len_std_utterance_length,len,15.58739958883983,7.877781817574593e-05,0.005435669454126469,0.00019413105193308818,True,True,6.609652033201143,12.531054796185977,7.624339241888927,10.913857382475237,AD<HC,69,33,50
Spanish,29,syn_obl_ratio,syn,14.287019321570117,0.00015694343471885566,0.01082909699560104,0.0003734171377793462,True,True,0.043010752688172,0.028169014084507,0.047503700147350586,0.03450453166189105,AD>HC,69,33,50
Spanish,30,syn_adj_ratio,syn,12.248591522065187,0.00046560947880843736,0.032127054037782175,0.0010709018012594058,True,True,0.0588235294117647,0.0746268656716417,0.06252307206331682,0.07535654027959345,AD<HC,69,33,50
Spanish,31,syn_std_dependency_length,syn,12.179552589635597,0.0004831623179587777,0.03333819993915566,0.0010754258044888922,True,True,4.13692720103541,5.010032500533763,4.281736826374445,4.9320948029656995,AD<HC,69,33,50
Spanish,32,lex_content_word_ratio,lex,11.900292259283994,0.0005612513733183216,0.03872634475896419,0.001210198273717631,True,True,0.5205479452054794,0.5373134328358209,0.5128521793536925,0.5320614877861717,AD<HC,69,33,50
Spanish,33,len_syllable_count,len,11.835493808203486,0.0005811228550290209,0.04009747699700244,0.0012150750605152253,True,True,136.0,130.0,398.37974683544303,131.95394736842104,AD>HC,69,33,50
Spanish,34,syn_num_ratio,syn,11.399206248179409,0.0007347549353967912,0.05069809054237859,0.0014911203100699585,False,True,0.0136986301369863,0.0144927536231884,0.01323484227707502,0.014725391827059458,AD<HC,69,33,50
Spanish,35,syn_subordination_ratio,syn,11.296819053728862,0.0007763999531940859,0.05357159677039193,0.0015306170505826266,False,True,1.25,1.0,23.737442234277676,1.1669130759591286,AD>HC,69,33,50
Spanish,36,syn_cconj_ratio,syn,11.15312392679239,0.0008389028530433076,0.05788429685998823,0.001607897134999673,False,True,0.0298507462686567,0.0273972602739726,0.03450291879325328,0.025977442769776003,AD>HC,69,33,50
Spanish,37,graph_density,graph,10.808113944906523,0.0010105620213134152,0.06972877947062565,0.0018845616073142068,False,True,0.0277551020408163,0.0289115646258503,0.0250826200404401,0.02877766801599844,AD<HC,69,33,50
Spanish,38,lex_mattr_10,lex,9.670242333853492,0.0018727660880356008,0.12922086007445646,0.0034005489493278015,False,True,0.8981481481481479,0.9100847457627119,0.8919129236462036,0.9043475460915404,AD<HC,69,33,50
Spanish,39,syn_propn_ratio,syn,9.052049211477442,0.002624005515376428,0.18105638056097353,0.00456028720733692,False,True,0.0142857142857142,0.0,0.026790841659545626,0.01211647047206216,AD>HC,69,33,50
Spanish,40,syn_content_function_ratio,syn,9.038416856490311,0.0026436447578764752,0.18241148829347678,0.00456028720733692,False,True,1.1428571428571428,1.2222782258064515,1.1329866800250485,1.2052506283862445,AD<HC,69,33,50
Spanish,41,syn_clause_density,syn,8.768410292607655,0.003064924650681813,0.21147980089704507,0.0051580439243181725,False,True,2.25,1.75,36.391988145469156,2.23287485540775,AD>HC,69,33,50
Spanish,42,syn_adp_ratio,syn,8.52679136463388,0.0034995612350522324,0.24146972521860405,0.005749279171871525,False,True,0.1333333333333333,0.1384615384615384,0.1320180843851634,0.1428661638373105,AD<HC,69,33,50
Spanish,43,syn_part_ratio,syn,8.351949276860058,0.003852737841002942,0.265838911029203,0.006182300256493092,False,True,0.0,0.0,0.00014342769422802154,8.890469416785197e-05,AD<HC,69,33,50
Spanish,44,lex_honore,lex,8.265466799080603,0.004040627061071987,0.2788032672139671,0.006336437891226524,False,True,2122.059336740302,2378.107747749501,2154.7406529909144,2323.652042991085,AD<HC,69,33,50
Spanish,45,syn_open_closed_ratio,syn,8.20953377563736,0.004167085668556401,0.2875289111303917,0.006389531358453149,False,True,1.121212121212121,1.179144385026738,1.1003260798653756,1.1662240231390681,AD<HC,69,33,50
Spanish,46,syn_verb_ratio,syn,7.261560383904094,0.007044605726188199,0.48607779510698573,0.01040123987638079,False,True,0.0895522388059701,0.0781440781440781,0.09769363842312352,0.08402737606383125,AD>HC,69,33,50
Spanish,47,syn_max_dependency_length,syn,7.2513171458123145,0.0070849025244912635,0.4888582741898972,0.01040123987638079,False,True,29.0,38.0,31.126582278481013,35.375,AD<HC,69,33,50
Spanish,48,lex_function_word_ratio,lex,6.221654764073076,0.012619711157779994,0.8707600698868196,0.01814083478930874,False,True,0.4509803921568627,0.44201680672268906,0.4587847364136167,0.4441509077950229,AD>HC,69,33,50
Spanish,49,disc_mean_pairwise_utt_similarity,disc,5.473896896702505,0.019302539224973558,1.0,0.027181126663738273,False,True,0.1029232021279775,0.11429510735030435,0.10884441472656557,0.12281416217678501,AD<HC,69,33,50
Spanish,50,syn_max_tree_depth,syn,4.585242699873314,0.03224840398835693,1.0,0.04450279750393257,False,True,7.0,7.0,36.18987341772152,7.743421052631579,AD<HC,69,33,50
Spanish,51,disc_adjacent_utterance_similarity_mean,disc,4.178013603099005,0.04095167184975717,1.0,0.05331444071006122,False,False,0.1204046325644575,0.1455213332873641,0.12571664730623267,0.13875085325514963,AD<HC,69,33,50
Spanish,52,disc_local_coherence,disc,4.178013603099005,0.04095167184975717,1.0,0.05331444071006122,False,False,0.1204046325644575,0.1455213332873641,0.12571664730623267,0.13875085325514963,AD<HC,69,33,50
Spanish,53,disc_semantic_drift,disc,4.178013603099005,0.04095167184975717,1.0,0.05331444071006122,False,False,0.8795953674355425,0.8544786667126358,0.8742833526937672,0.8612491467448503,AD>HC,69,33,50
Spanish,54,syn_aux_ratio,syn,4.068289902008072,0.04369548997941731,1.0,0.05583312608481101,False,False,0.0149253731343283,0.0147058823529411,0.023868917001489635,0.014700041099492137,AD>HC,69,33,50
Spanish,55,syn_sconj_ratio,syn,3.9573001657461555,0.046668496848284315,1.0,0.05854775059148396,False,False,0.0149253731343283,0.0144927536231884,0.022419255783070385,0.014357677237405343,AD>HC,69,33,50
Spanish,56,syn_advmod_ratio,syn,3.8798133977669873,0.04886998868400435,1.0,0.06021480748564822,False,False,0.0632911392405063,0.0571428571428571,0.0698267402254972,0.06059320164232215,AD>HC,69,33,50
Spanish,57,syn_adv_ratio,syn,3.600298469925896,0.05776919851670449,1.0,0.06993113504653702,False,False,0.0675675675675675,0.0606060606060606,0.07227008049913458,0.0633319901980169,AD>HC,69,33,50
Spanish,58,syn_aux_verb_ratio,syn,3.5118688703521315,0.06093068730367453,1.0,0.07248650730954384,False,False,0.2,0.2,0.24909100121757177,0.1877964871385924,AD<HC,69,33,50
Spanish,59,len_tokens_per_utterance,len,3.471489461523509,0.0624350680812538,1.0,0.07301728301027986,False,False,19.33333333333333,18.5,202.02669278681938,22.97294980239059,AD>HC,69,33,50
Spanish,60,len_mean_utterance_length,len,3.3868466512333626,0.06571852223187402,1.0,0.07433734481966077,False,False,19.75,19.5,202.78501105083384,23.90658376711008,AD>HC,69,33,50
Spanish,61,syn_mean_utterance_length_words,syn,3.3868466512333626,0.06571852223187402,1.0,0.07433734481966077,False,False,19.75,19.5,202.78501105083384,23.90658376711008,AD>HC,69,33,50
Spanish,62,syn_mean_tree_depth,syn,2.3652437867910856,0.12406453055638353,1.0,0.1380718162643623,False,False,2.9571428571428573,2.9144736842105265,16.74317773889485,3.142301639890451,AD>HC,69,33,50
