language,feature_name,feature_group,t_statistic,p_value,mean_ad,mean_hc,median_ad,median_hc,cohens_d,cohens_d_abs,direction,bonferroni_p,fdr_bh_p,significant_bonferroni,significant_fdr,tested_features,bonferroni_significant_count,fdr_significant_count
English,disc_mean_pairwise_utt_similarity,disc,6.673790252950004,7.852874630137315e-11,0.08809668811468041,0.054751351133968,0.05141520287256985,0.04673741006864155,0.4550270297409069,0.4550270297409069,AD>HC,5.4970122410961205e-09,1.7178163253425376e-10,True,True,70,54,58
English,pause_filled_per_100_words,pause,6.48902838880015,1.8542485416259482e-10,1.0599914653699567,0.4379863258025867,0.0,0.0,0.38596491301265545,0.38596491301265545,AD>HC,1.2979739791381637e-08,3.93325448223686e-10,True,True,70,54,58
English,syn_noun_ratio,syn,6.100659651187246,1.7101380003847236e-09,0.10837951491814388,0.07330133673799269,0.1204819277108433,0.0,0.33484478202410073,0.33484478202410073,AD>HC,1.1970966002693066e-07,3.5208723537332547e-09,True,True,70,54,58
English,lex_type_token_ratio,lex,6.029743854516907,2.327196069492321e-09,0.6499151727081182,0.6063947125523371,0.6504854368932039,0.6322142064372919,0.3053016019020547,0.3053016019020547,AD>HC,1.6290372486446247e-07,4.402803374715203e-09,True,True,70,54,58
English,disc_repeated_unigram_ratio,disc,-6.029743854516907,2.3271960694923213e-09,0.3500848272918818,0.3936052874476628,0.3495145631067961,0.367785793562708,-0.3053016019020547,0.3053016019020547,AD<HC,1.629037248644625e-07,4.402803374715203e-09,True,True,70,54,58
English,lex_repetition_rate,lex,-6.029743854516907,2.3271960694923213e-09,0.3500848272918818,0.3936052874476628,0.3495145631067961,0.367785793562708,-0.3053016019020547,0.3053016019020547,AD<HC,1.629037248644625e-07,4.402803374715203e-09,True,True,70,54,58
English,lex_content_word_ratio,lex,6.011222767049211,2.821751765499085e-09,0.2381095902875529,0.16592083512371109,0.3653136531365313,0.0,0.3233787714270193,0.3233787714270193,AD>HC,1.9752262358493594e-07,5.197963778550946e-09,True,True,70,54,58
English,syn_cconj_ratio,syn,5.99108423276628,3.437141659519699e-09,0.03130368803142403,0.019406924304766773,0.0048543689320388,0.0,0.3408521312706867,0.3408521312706867,AD>HC,2.4059991616637896e-07,6.169228619650742e-09,True,True,70,54,58
English,len_std_utterance_length,len,5.689562204579518,2.2026863595995508e-08,10.23186398086897,5.9883869236840965,4.6255330023204415,5.081590109575264,0.364716044910823,0.364716044910823,AD>HC,1.5418804517196855e-06,3.854701129299214e-08,True,True,70,54,58
English,disc_adjacent_utterance_similarity_std,disc,-5.041645209375267,6.562107661006613e-07,0.07787363530675985,0.09293417593637712,0.07384425220939955,0.09183260990484596,-0.3224837662056151,0.3224837662056151,AD<HC,4.593475362704629e-05,1.1203598445621047e-06,True,True,70,54,58
English,syn_pronoun_ratio,syn,4.943934621256795,9.490059205496943e-07,0.05896190257577041,0.04211275873998107,0.0566037735849056,0.0,0.27100656632840586,0.27100656632840586,AD>HC,6.64304144384786e-05,1.5816765342494904e-06,True,True,70,54,58
English,pause_filled_count,pause,4.94807510649176,9.818677351647933e-07,1.5536105032822758,0.7306034482758621,0.0,0.0,0.29362040711176723,0.29362040711176723,AD>HC,6.873074146153552e-05,1.5983893363147796e-06,True,True,70,54,58
English,syn_nsubj_ratio,syn,-4.8152604282435245,2.0938081436326758e-06,0.0995425740917889,0.10860198457599138,0.0985915492957746,0.10839262514199424,-0.39000694437901157,0.39000694437901157,AD<HC,0.0001465665700542873,3.3310584103247112e-06,True,True,70,54,58
English,lex_lemma_type_token_ratio,lex,4.698269943896503,3.0185600106842232e-06,0.6388003661405205,0.6036632570080667,0.6376811594202898,0.6311475409836066,0.2407482754565281,0.2407482754565281,AD>HC,0.00021129920074789563,4.695537794397681e-06,True,True,70,54,58
English,lex_hapax_ratio,lex,4.56074370190315,5.837492480273341e-06,0.49737096542488346,0.4593375875267147,0.4833333333333333,0.4745762711864407,0.2388807291941753,0.2388807291941753,AD>HC,0.0004086244736191339,8.883140730850736e-06,True,True,70,54,58
English,disc_adjacent_utterance_similarity_mean,disc,4.517301143663278,8.047260653844001e-06,0.10829944822076559,0.08573120586913922,0.0810696998588426,0.0808054906384377,0.30042691539547656,0.30042691539547656,AD>HC,0.0005633082457690801,1.1496086648349853e-05,True,True,70,54,58
English,disc_local_coherence,disc,4.517301143663278,8.047260653844001e-06,0.10829944822076559,0.08573120586913922,0.0810696998588426,0.0808054906384377,0.30042691539547656,0.30042691539547656,AD>HC,0.0005633082457690801,1.1496086648349853e-05,True,True,70,54,58
English,disc_semantic_drift,disc,-4.5173011436632535,8.047260653844897e-06,0.8917005517792346,0.9142687941308608,0.9189303001411574,0.9191945093615623,-0.30042691539547495,0.30042691539547495,AD<HC,0.0005633082457691428,1.1496086648349853e-05,True,True,70,54,58
English,lex_function_word_ratio,lex,4.3329502257791015,1.64853158052833e-05,0.23273862300595083,0.17917439016826453,0.2427184466019417,0.0,0.22816118337063954,0.22816118337063954,AD>HC,0.001153972106369831,2.307944212739662e-05,True,True,70,54,58
English,syn_sconj_ratio,syn,-4.303067026758059,1.8469228629420394e-05,0.0035950527330219934,0.005616366019606429,0.0,0.0,-0.21552414041243873,0.21552414041243873,AD<HC,0.0012928460040594275,2.5102992161142683e-05,True,True,70,54,58
English,syn_advmod_ratio,syn,-4.322900578932825,1.864793703399171e-05,0.04160148379948944,0.04946499115616983,0.0368421052631578,0.0515704869518428,-0.3363724971315739,0.3363724971315739,AD<HC,0.0013053555923794196,2.5102992161142683e-05,True,True,70,54,58
English,syn_content_function_ratio,syn,3.8911172458249843,0.00011723646388543488,1.1251925638760931,0.9829938781528053,0.9743589743589745,0.8907392485152357,0.3159971232245382,0.3159971232245382,AD>HC,0.008206552471980441,0.00015299412063364353,True,True,70,54,58
English,syn_noun_verb_ratio,syn,3.9098381680595877,0.00011802403591738215,1.3910357883531228,1.0234955718854786,1.1470588235294117,0.9629332799038269,0.3467523204990044,0.3467523204990044,AD>HC,0.00826168251421675,0.00015299412063364353,True,True,70,54,58
English,syn_amod_ratio,syn,-2.5784137443481194,0.010234976873515768,0.017895121326453177,0.02059386532906156,0.0159574468085106,0.020095767389088602,-0.20310109894367567,0.20310109894367567,AD<HC,0.7164483811461038,0.013026334202656432,False,True,70,54,58
English,graph_self_loop_ratio,graph,2.199148446585683,0.02829778493978798,0.003048206186052709,0.002056365030151153,0.0,0.0,0.13555073905482168,0.13555073905482168,AD>HC,1.0,0.035372231174734974,False,True,70,54,58
English,syn_adv_ratio,syn,2.1493337602099087,0.03190096028894147,0.02010634416397333,0.017084046569511045,0.0055865921787709,0.0,0.11418849098862384,0.11418849098862384,AD>HC,1.0,0.03917661789870004,False,True,70,54,58
English,disc_repeated_bigram_ratio,disc,-2.074393153885594,0.038327001982471486,0.08481071085116228,0.09207502288714511,0.0789473684210526,0.07350706365734225,-0.10733572875380727,0.10733572875380727,AD<HC,1.0,0.04625672653056904,False,True,70,54,58
English,syn_determiner_ratio,syn,1.8154716743591166,0.06977612255334568,0.05313701363867604,0.047391785505595176,0.0398230088495575,0.0,0.09328939236294194,0.09328939236294194,AD>HC,1.0,0.08278523014803726,False,False,70,54,58
English,syn_open_closed_ratio,syn,-1.5234794800217368,0.12857060739479206,0.8749584391453161,0.90012748328628,0.8333333333333334,0.8790872277277529,-0.1272970840077412,0.1272970840077412,AD<HC,1.0,0.14999904196059075,False,False,70,54,58
English,lex_mean_token_length,lex,-1.3519113251781776,0.17681246344953677,4.49558808632093,4.545075701941121,4.420634920634921,4.695577629308438,-0.0737352952986881,0.0737352952986881,AD<HC,1.0,0.2028995482207799,False,False,70,54,58
English,syn_pronoun_noun_ratio,syn,1.3310346184133761,0.18416404109115317,0.6482996506501927,0.6054478035893457,0.5263157894736842,0.5966703585767686,0.11353282134090949,0.11353282134090949,AD>HC,1.0,0.20792714316743102,False,False,70,54,58
English,disc_immediate_repetition_count,disc,-1.1361555358854376,0.25629791180955863,0.4923413566739606,0.5833333333333334,0.0,0.0,-0.06419012515788416,0.06419012515788416,AD<HC,1.0,0.2847754575661763,False,False,70,54,58
English,lex_mattr_10,lex,-1.0966630502645756,0.27318502572040265,0.9324558043351397,0.9342471647516425,0.9352272727272728,0.9349382808971851,-0.06206936891959418,0.06206936891959418,AD<HC,1.0,0.2987961218816904,False,False,70,54,58
English,syn_verb_ratio,syn,0.7588331510085937,0.4481384207392048,0.054972756467433596,0.052449288117463085,0.0558375634517766,0.0,0.038571386500331664,0.038571386500331664,AD>HC,1.0,0.48261060694991287,False,False,70,54,58
English,syn_adj_ratio,syn,0.5920884538927571,0.5539498161664836,0.013975255516738769,0.013351731299381803,0.0,0.0,0.031163784997123276,0.031163784997123276,AD>HC,1.0,0.5875225322977856,False,False,70,54,58
English,lex_mattr_20,lex,-0.49417499247936425,0.6213357343289376,0.8607259022504105,0.862006572468187,0.8625,0.8615087365591398,-0.02740781996095258,0.02740781996095258,AD<HC,1.0,0.6491567373585916,False,False,70,54,58
English,disc_repeated_trigram_ratio,disc,-0.2845204008845808,0.7760922528731443,0.022978073706881638,0.023394773496626244,0.0142857142857142,0.015625,-0.015631076339288837,0.015631076339288837,AD<HC,1.0,0.7989184956047074,False,False,70,54,58
English,syn_adp_ratio,syn,0.07405560758904636,0.9409813202789566,0.03510738597411592,0.034941913091916535,0.0294117647058823,0.0,0.00374972610919625,0.00374972610919625,AD>HC,1.0,0.9438389816403244,False,False,70,54,58
English,lex_honore,lex,-0.07047311142411959,0.9438389816403244,2131.5162263192447,2135.576175930256,1921.2644366241216,1995.777522207492,-0.004035008646175974,0.004035008646175974,AD<HC,1.0,0.9438389816403244,False,False,70,54,58
Chinese,ac_egemaps_f0semitonefrom27_5hz_sma3nz_stddevnorm,ac,-14.068378992318623,1.4781038175616411e-33,0.10213513125975923,0.1882953194169263,0.0974318012595176,0.1625696569681167,-1.4566214213434814,1.4566214213434814,AD<HC,2.837959329718351e-31,2.239083441639168e-31,True,True,192,73,128
Chinese,ac_egemaps_alpharatiov_sma3nz_amean,ac,14.044858800229024,2.3323785850408e-33,-11.66436274846395,-18.12375235913405,-10.74394941329956,-17.959552764892578,1.6441848665045513,1.6441848665045513,AD>HC,4.478166883278336e-31,2.239083441639168e-31,True,True,192,73,128
Chinese,ac_egemaps_f0semitonefrom27_5hz_sma3nz_meanfallingslope,ac,-13.251910614373418,1.21819776287532e-31,39.05672139061822,88.9700619142447,33.663326263427734,79.41890716552734,-1.4534688958486546,1.4534688958486546,AD<HC,2.3389397047206144e-29,7.796465682402048e-30,True,True,192,73,128
Chinese,ac_egemaps_mfcc1v_sma3nz_amean,ac,-12.729289498351614,1.1362752344304514e-29,25.315641127692327,32.38992164384073,25.608409881591797,31.90372657775879,-1.4234921992503669,1.4234921992503669,AD<HC,2.1816484501064666e-27,5.454121125266166e-28,True,True,192,73,128
Chinese,ac_egemaps_slopeuv500_1500_sma3nz_amean,ac,12.649533111890525,2.3927205367629708e-29,0.006076253670228918,-0.004283994523693157,0.0056826437357812495,-0.0067725987173616,1.4205788308763725,1.4205788308763725,AD>HC,4.594023430584904e-27,9.188046861169808e-28,True,True,192,73,128
Chinese,ac_egemaps_f3bandwidth_sma3nz_stddevnorm,ac,-11.888999039624403,8.83134618799362e-27,0.33828484813372295,0.4304108922161273,0.3317211717367172,0.4186578691005707,-1.2875102025290404,1.2875102025290404,AD<HC,1.695618468094775e-24,2.8260307801579585e-25,True,True,192,73,128
Chinese,ac_egemaps_jitterlocal_sma3nz_amean,ac,-12.080909417142724,1.5611920805999467e-26,0.019147405028343153,0.04135893777346428,0.0184649117290973,0.0283610485494136,-1.238195696679299,1.238195696679299,AD<HC,2.9974887947518978e-24,4.2821268496455685e-25,True,True,192,73,128
Chinese,ac_egemaps_hammarbergindexv_sma3nz_amean,ac,-11.909023083489837,2.164206949234682e-26,21.953757169511583,28.127182870361935,21.032251358032227,28.500144958496094,-1.3761971798993553,1.3761971798993553,AD<HC,4.155277342530589e-24,5.194096678163236e-25,True,True,192,73,128
Chinese,ac_egemaps_f0semitonefrom27_5hz_sma3nz_percentile20_0,ac,11.56594244384634,1.1386488887154372e-25,29.893790859646266,23.75170235135662,30.577848434448242,23.56085586547852,1.2564218465262043,1.2564218465262043,AD>HC,2.1862058663336393e-23,2.4291176292595993e-24,True,True,192,73,128
Chinese,ac_mfcc_3_mean,ac,-11.687055610151862,3.4319477307085316e-25,-9.478201833036211,14.995589032611665,-15.187311172485352,16.37929344177246,-1.3848822229513684,1.3848822229513684,AD<HC,6.589339642960381e-23,6.589339642960381e-24,True,True,192,73,128
Chinese,ac_egemaps_hnrdbacf_sma3nz_amean,ac,11.413304361546155,7.82111037745134e-25,6.836086665259467,3.921362178367725,6.908816337585449,4.559127330780029,1.1977013285764542,1.1977013285764542,AD>HC,1.5016531924706572e-22,1.3651392658824156e-23,True,True,192,73,128
Chinese,ac_egemaps_f2bandwidth_sma3nz_stddevnorm,ac,-11.363775196926223,1.101796477185427e-24,0.2748839482665062,0.33118693100575786,0.26865658164024353,0.3259564340114593,-1.3016680391759647,1.3016680391759647,AD<HC,2.1154492361960198e-22,1.7628743634966832e-23,True,True,192,73,128
Chinese,ac_egemaps_logrelf0_h1_a3_sma3nz_amean,ac,-11.827671602413792,2.1857550589983146e-24,20.09465889400906,27.977226959532175,18.405744552612305,27.995912551879883,-1.4770037605336532,1.4770037605336532,AD<HC,4.196649713276764e-22,3.2281920871359727e-23,True,True,192,73,128
Chinese,ac_mfcc_2_std,ac,-11.190547126202015,2.4265906535428204e-24,32.33404731750488,42.408873800021496,32.5273551940918,40.31357192993164,-1.2041607996340178,1.2041607996340178,AD<HC,4.659054054802215e-22,3.3278957534301534e-23,True,True,192,73,128
Chinese,ac_egemaps_mfcc1_sma3_amean,ac,-10.90826466107913,1.976989762243118e-23,19.17212308247884,25.941167556231296,19.844453811645508,27.43616104125977,-1.1938954081817594,1.1938954081817594,AD<HC,3.795820343506787e-21,2.530546895671191e-22,True,True,192,73,128
Chinese,ac_egemaps_f0semitonefrom27_5hz_sma3nz_amean,ac,10.318820627533523,2.6356018974965824e-21,32.4120896657308,27.825065043435167,33.22634696960449,27.10506248474121,1.1726401578947359,1.1726401578947359,AD>HC,5.060355643193438e-19,3.162722276995899e-20,True,True,192,73,128
Chinese,ac_f0_mean,ac,9.758802201486933,1.6830527226426437e-19,174.68282742767374,145.58327167090118,178.77932043626404,142.216426552628,1.1095018217185375,1.1095018217185375,AD>HC,3.2314612274738756e-17,1.900859545572868e-18,True,True,192,73,128
Chinese,ac_egemaps_slopev500_1500_sma3nz_amean,ac,10.064783921853838,6.237894683384894e-19,-0.012151537501874034,-0.021797696846092434,-0.01479411451146,-0.0218348708003759,1.2826179887602627,1.2826179887602627,AD>HC,1.1976757792098998e-16,6.653754328943888e-18,True,True,192,73,128
Chinese,ac_egemaps_shimmerlocaldb_sma3nz_amean,ac,-9.601908447985704,6.738519924537065e-19,1.0733068194654254,1.2961330194378373,1.064689815044403,1.1978694200515747,-1.0028654834116242,1.0028654834116242,AD<HC,1.2937958255111165e-16,6.809451713216403e-18,True,True,192,73,128
Chinese,ac_mfcc_2_mean,ac,-8.709284813190841,2.4199128898872487e-16,85.06033855014377,103.91351377193014,86.83630752563477,102.14990997314452,-0.9601833962713359,0.9601833962713359,AD<HC,4.6462327485835175e-14,2.3231163742917587e-15,True,True,192,73,128
Chinese,ac_mfcc_1_mean,ac,8.706147908178142,3.191535497860184e-16,-326.0138741387261,-401.43772994463717,-310.931396484375,-403.8013305664063,0.9948332205624224,0.9948332205624224,AD>HC,6.127748155891553e-14,2.9179753123293112e-15,True,True,192,73,128
Chinese,ac_egemaps_f0semitonefrom27_5hz_sma3nz_percentile50_0,ac,8.620012345347163,5.20983030325977e-16,32.14423864152696,28.24997813666045,32.920631408691406,28.54173851013184,0.9751954826023244,0.9751954826023244,AD>HC,1.000287418225876e-13,4.5467609919357995e-15,True,True,192,73,128
Chinese,ac_mfcc_5_std,ac,-8.517578915006753,2.267538398965877e-15,15.741221470303005,20.08319423922259,16.415980339050293,20.36053466796875,-1.017930158977265,1.017930158977265,AD<HC,4.3536737260144844e-13,1.8929016200062975e-14,True,True,192,73,128
Chinese,ac_egemaps_f0semitonefrom27_5hz_sma3nz_meanrisingslope,ac,-8.489122791837625,2.5339853612290307e-15,152.5999555375841,253.65015907667168,131.67766571044922,236.1151885986328,-1.0103096614476212,1.0103096614476212,AD<HC,4.865251893559739e-13,2.0271882889832246e-14,True,True,192,73,128
Chinese,ac_egemaps_mfcc2_sma3_amean,ac,-8.322395626099057,7.893137946376896e-15,1.152071832617124,8.21406536849577,-1.548412799835205,8.610475540161133,-0.9933159402017834,0.9933159402017834,AD<HC,1.515482485704364e-12,6.061929942817456e-14,True,True,192,73,128
Chinese,ac_egemaps_f0semitonefrom27_5hz_sma3nz_percentile80_0,ac,8.099591722273047,2.1872039700423064e-14,35.013023948669435,31.352267659125637,35.842769622802734,31.889406204223636,0.9376005097133644,0.9376005097133644,AD>HC,4.199431622481228e-12,1.6151660086466262e-13,True,True,192,73,128
Chinese,ac_egemaps_f0semitonefrom27_5hz_sma3nz_stddevfallingslope,ac,-7.730302179379917,1.9077075992264906e-13,65.97602991527981,148.5642844717301,42.0997314453125,106.70125579833984,-0.8682998152177407,0.8682998152177407,AD<HC,3.662798590514862e-11,1.35659207056106e-12,True,True,192,73,128
Chinese,ac_egemaps_alpharatiouv_sma3nz_amean,ac,7.703003761806453,2.1582484291071385e-13,-7.454406396547953,-11.337026258013141,-7.156097650527954,-10.673182487487791,0.8521895406429395,0.8521895406429395,AD>HC,4.143836983885706e-11,1.4799417799591807e-12,True,True,192,73,128
Chinese,ac_egemaps_mfcc2v_sma3nz_amean,ac,-7.861179831043219,3.1322823526395956e-13,1.8030230669511689,10.715142041444778,-2.8555957078933716,10.19917106628418,-0.9827299915104872,0.9827299915104872,AD<HC,6.013982117068023e-11,2.073786936920008e-12,True,True,192,73,128
Chinese,ac_egemaps_f0semitonefrom27_5hz_sma3nz_pctlrange0_2,ac,-7.36890189801381,2.8084698094198827e-12,5.119233089023166,7.600565307769016,5.277242660522461,5.929046630859375,-0.7551599148334474,0.7551599148334474,AD<HC,5.392262034086175e-10,1.7974206780287248e-11,True,True,192,73,128
Chinese,ac_egemaps_f3bandwidth_sma3nz_amean,ac,7.179443319577477,6.132353097667319e-12,968.842958577474,905.6946775521805,965.9675598144531,910.3914794921876,0.8021942948005257,0.8021942948005257,AD>HC,1.1774117947521252e-09,3.7981025637165327e-11,True,True,192,73,128
Chinese,ac_egemaps_spectralflux_sma3_amean,ac,-7.148174949213555,9.16864042669698e-12,0.13070107915749152,0.2695179503197916,0.13751041144132614,0.192340075969696,-0.7428047987133028,0.7428047987133028,AD<HC,1.7603789619258204e-09,5.501184256018189e-11,True,True,192,73,128
Chinese,ac_egemaps_f3frequency_sma3nz_amean,ac,-7.06255322137257,2.5106003062757745e-11,2697.5194715711805,2774.654934555737,2673.5159912109375,2769.375244140625,-0.8632864946260017,0.8632864946260017,AD<HC,4.820352588049487e-09,1.4375814104874845e-10,True,True,192,73,128
Chinese,ac_egemaps_jitterlocal_sma3nz_stddevnorm,ac,-7.068282291414857,2.545717081071587e-11,1.416996521419949,1.6936618789511533,1.3836024403572083,1.682966709136963,-0.8675641776468311,0.8675641776468311,AD<HC,4.887776795657447e-09,1.4375814104874845e-10,True,True,192,73,128
Chinese,ac_egemaps_shimmerlocaldb_sma3nz_stddevnorm,ac,-6.784898846480024,7.15778808145044e-11,0.6375685963365767,0.7092574043060417,0.6287493109703064,0.6837911605834961,-0.7712100137317119,0.7712100137317119,AD<HC,1.3742953116384844e-08,3.926558033252813e-10,True,True,192,73,128
Chinese,ac_egemaps_f2frequency_sma3nz_stddevnorm,ac,-6.757160225433156,7.79674703490058e-11,0.1449802782800462,0.1616872554246466,0.14473811537027353,0.1574968695640564,-0.7328982908646726,0.7328982908646726,AD<HC,1.4969754307009115e-08,4.15826508528031e-10,True,True,192,73,128
